40 360
0 1 29458
0 3 548
0 4 21691
0 5 22064
0 6 5588
0 7 33325
0 9 12336
0 10 32915
0 11 38216
0 13 16413
0 14 1958
0 15 13007
0 16 43911
0 21 51899
0 27 18491
0 29 10159
0 31 60144
0 34 55579
0 38 26209
1 5 5971
1 7 1765
1 11 2289
1 13 25953
1 14 42308
1 15 26442
1 17 4376
1 18 6647
1 26 13725
1 28 51518
1 29 58337
1 30 23265
1 31 17631
1 32 52964
1 33 10751
1 34 42175
1 36 26943
1 37 36105
2 3 40581
2 4 32578
2 5 59212
2 7 18674
2 8 46656
2 9 5929
2 10 36952
2 12 43515
2 13 916
2 14 28099
2 16 11372
2 25 22973
2 28 22909
2 30 46022
2 32 33955
2 36 5981
3 4 56085
3 9 3215
3 10 36268
3 13 8703
3 14 57462
3 15 19460
3 17 32234
3 19 39292
3 20 12190
3 21 18821
3 23 51105
3 27 24458
3 29 23313
3 30 59726
3 32 51236
3 35 56998
3 38 27376
4 6 34185
4 7 40307
4 14 53865
4 21 31606
4 28 60034
4 29 40251
4 32 58343
4 34 38163
4 36 56843
4 38 16383
5 7 48765
5 8 29001
5 10 42088
5 11 43163
5 14 34164
5 15 44136
5 18 39222
5 20 26276
5 21 3716
5 22 21082
5 26 30287
5 27 21892
5 28 5202
5 29 20466
5 32 58997
5 35 9169
5 36 43062
5 37 5704
5 38 20246
5 39 43700
6 7 56956
6 10 5662
6 14 15259
6 15 11172
6 16 64195
6 17 62898
6 18 18749
6 19 64582
6 25 51508
6 27 60724
6 28 13777
6 29 10119
6 31 14457
6 33 37970
6 34 11892
6 36 20471
6 37 23868
6 39 10253
7 9 10884
7 12 17428
7 13 16032
7 14 2732
7 16 1131
7 18 19831
7 20 28128
7 24 53568
7 26 37697
7 27 38622
7 28 45316
7 31 36824
7 32 59729
7 33 45689
7 35 39097
8 10 25537
8 11 62270
8 12 27486
8 13 21219
8 17 25817
8 18 53778
8 19 55453
8 20 28917
8 21 19396
8 22 8298
8 24 63732
8 26 11816
8 28 42072
8 29 40662
8 30 24980
8 33 41044
8 34 29769
8 35 13766
8 37 3619
9 10 33613
9 11 14153
9 12 47607
9 16 9379
9 18 53875
9 21 62189
9 23 28354
9 25 25620
9 26 35735
9 27 42476
9 31 47695
9 32 3274
9 33 64789
9 34 30628
9 35 19582
9 39 7348
10 11 11841
10 12 48962
10 13 50333
10 14 53165
10 15 17321
10 16 61684
10 18 3781
10 19 30635
10 20 42133
10 25 47912
10 26 1466
10 29 40702
10 32 62878
10 33 48340
10 36 38967
10 37 15110
11 17 47714
11 18 20557
11 22 644
11 23 9816
11 26 29339
11 27 33936
11 28 34865
11 29 21478
11 30 17284
11 31 9389
11 35 43170
11 39 48144
12 13 10579
12 14 26797
12 16 36378
12 17 44972
12 24 19677
12 27 42069
12 28 46146
12 29 11154
12 31 11387
12 36 7643
12 38 54758
12 39 46918
13 14 26953
13 17 38446
13 18 22359
13 19 47887
13 20 45922
13 21 63582
13 27 39238
13 30 32609
13 32 46606
13 33 26712
13 35 39401
13 36 64614
13 37 52764
13 39 25538
14 15 60858
14 16 18041
14 18 63496
14 19 51938
14 20 44410
14 23 33053
14 26 54008
14 31 43406
14 32 34514
14 34 35530
14 35 64396
14 37 23873
14 38 24617
15 18 27469
15 19 50180
15 23 49778
15 24 45879
15 27 17718
15 28 36064
15 34 9851
16 20 45768
16 25 15267
16 26 44229
16 27 40755
16 28 30408
16 29 28520
16 33 56412
16 37 55759
17 19 230
17 20 9095
17 23 31726
17 25 40020
17 26 52662
17 29 11445
17 32 13395
17 36 33423
17 38 42314
17 39 33308
18 20 4238
18 21 55113
18 24 10853
18 26 33532
18 27 42318
18 34 44469
18 38 36961
18 39 12779
19 22 31143
19 29 28389
19 32 46324
19 33 35104
19 37 3373
19 39 17348
20 21 36604
20 24 691
20 26 47784
20 30 35215
20 33 2287
20 36 46353
21 24 18499
21 27 48814
21 29 39401
21 30 53644
21 31 56673
21 32 39525
21 33 34745
21 34 29463
21 38 41147
22 24 34904
22 25 23259
22 26 60401
22 27 276
22 28 16549
22 32 60193
22 33 17844
22 34 20098
22 36 37629
22 37 39516
22 38 52438
23 24 25401
23 25 38037
23 29 24387
23 30 16012
23 33 47229
23 35 45123
23 36 57640
24 26 62585
24 32 60257
24 33 9336
24 34 52690
24 37 38553
24 38 52961
24 39 34928
25 27 22244
25 29 29384
25 31 29806
25 33 41238
25 36 58120
25 37 53645
26 31 49522
26 33 21945
26 36 25632
26 39 49228
27 28 56699
27 30 52086
27 32 24603
27 38 23583
28 30 39269
28 31 1207
28 34 57649
28 36 2050
29 31 10679
29 32 26347
29 33 47212
29 34 52595
29 37 15478
29 38 42080
29 39 43165
30 32 18297
30 33 50161
30 37 58261
30 38 7845
30 39 47545
31 32 25855
31 33 49217
31 34 29969
31 35 11674
31 36 52884
31 39 59011
32 33 759
32 34 50951
32 35 20037
32 36 50201
32 39 18123
33 38 34935
35 36 55280
36 38 47437
37 38 59837
38 39 23414
