60 540
0 5 32877
0 15 62208
0 18 4563
0 24 52758
0 25 101553
0 34 21940
0 54 116901
0 58 19887
1 18 58028
1 26 84438
1 30 1759
1 39 31436
1 42 9251
1 50 138634
1 51 66242
1 56 113270
2 3 139523
2 10 110936
2 13 39557
2 42 34901
2 44 91411
3 1 121431
3 6 101782
3 14 54271
3 15 89943
3 23 134377
3 26 32304
3 33 127071
3 47 19647
4 15 115755
4 32 64922
4 36 125765
4 44 39840
4 52 7177
5 3 128160
5 4 81173
5 8 56980
5 11 16260
5 12 106257
5 13 34485
5 32 88331
5 45 140972
5 47 52805
5 59 74818
6 0 53321
6 2 39658
6 3 26811
6 14 40239
6 17 127273
6 27 111508
6 30 144055
6 38 88405
6 47 104092
6 50 123384
6 55 18758
7 1 69865
7 2 142941
7 18 16957
7 20 105874
7 33 4896
7 41 49511
7 59 28284
8 22 97675
8 28 106435
8 32 1500
8 36 116881
8 37 47299
8 43 129472
8 51 90096
8 54 15151
9 11 83944
9 14 46654
9 21 27424
9 22 37369
9 24 73433
9 32 3229
9 35 1698
9 52 71256
9 53 124718
10 6 41779
10 7 36399
10 9 52062
10 13 61801
10 14 69883
10 19 140966
10 22 25711
10 31 42579
10 36 84943
10 38 83479
10 43 145001
10 49 38560
10 54 25650
11 5 31094
11 14 63664
11 31 80685
11 39 52477
11 56 133510
12 4 69893
12 7 145799
12 8 61593
12 10 97424
12 15 31728
12 19 37837
12 36 87381
12 37 60350
12 50 16993
12 57 111464
13 2 23552
13 4 101979
13 8 108813
13 10 19371
13 23 129803
13 27 120448
13 39 72163
13 50 21537
13 51 59968
13 53 98923
14 12 50378
14 15 135800
14 37 71157
14 57 19634
15 9 25628
15 11 24033
15 21 96047
15 32 28561
15 34 132321
15 38 49397
15 45 73716
15 46 58159
15 47 134542
16 2 27192
16 3 4338
16 4 101492
16 15 12940
16 18 64705
16 24 60131
16 35 6384
16 36 116897
17 2 73391
17 5 98479
17 6 8248
17 12 99156
17 15 8074
17 20 5379
17 34 25500
17 35 141320
17 37 15450
17 43 9673
17 44 46238
17 49 53207
18 21 34689
18 31 4055
18 36 80815
18 45 19078
18 47 122924
18 56 49221
18 57 77257
19 0 60912
19 5 53514
19 18 49739
19 20 23479
19 22 58587
19 25 135092
19 29 72277
19 33 12772
19 45 57453
19 54 34319
19 57 8221
19 59 77676
20 8 126425
20 25 129481
20 34 100039
20 38 18301
20 54 26340
20 57 109962
21 5 94546
21 10 81730
21 11 17189
21 19 87007
21 22 130893
21 27 109332
21 28 80379
21 52 2284
21 57 33661
21 58 68771
22 1 103896
22 7 93322
22 11 97957
22 17 66416
22 21 53936
22 36 102994
22 37 62951
22 43 60956
22 51 88593
23 15 54384
23 19 97038
23 24 5091
23 37 131397
23 46 70867
23 50 135744
23 54 103651
24 14 131720
24 33 66457
24 52 89021
24 53 134861
25 1 50289
25 6 94913
25 8 56547
25 13 43953
25 23 129985
25 31 53334
25 32 49079
25 44 135449
25 45 59652
25 48 47954
25 59 103445
26 1 133380
26 7 8095
26 14 118435
26 16 88541
26 32 26089
26 33 113659
26 38 32513
26 46 51884
26 47 35214
26 52 24282
26 55 288
26 57 23954
27 12 32955
27 19 100166
27 20 56117
27 29 95313
27 46 56017
27 58 121309
27 59 66101
28 5 82926
28 13 41391
28 17 100350
28 35 100097
28 40 87630
28 45 50753
28 47 137294
28 52 6650
28 54 64252
29 3 103660
29 9 72589
29 10 11210
29 11 86927
29 12 142827
29 17 143353
29 18 4356
29 22 138776
29 24 16855
29 31 90617
29 34 92158
29 46 116958
29 47 10369
29 51 142093
30 10 103732
30 13 132284
30 16 130556
30 19 66306
30 25 10187
30 45 123330
30 54 46769
30 58 8519
31 10 136171
31 11 72758
31 17 118066
31 21 131361
31 30 120699
31 34 121952
31 38 40758
31 42 144815
31 47 15182
32 0 9462
32 4 92340
32 6 135569
32 18 39259
32 26 44540
32 41 15471
32 55 13028
32 57 74370
32 59 8057
33 1 49752
33 5 115705
33 7 128977
33 13 57952
33 14 31459
33 23 117748
33 32 74763
33 40 45217
33 58 122478
34 1 78427
34 9 69201
34 14 56360
34 17 50834
34 26 113390
34 30 40835
34 35 78830
34 41 11619
34 51 18992
35 4 61844
35 27 89378
35 36 10087
35 56 84946
35 58 115693
36 2 54425
36 8 125785
36 13 109377
36 30 18391
36 31 86969
36 43 68869
36 44 23249
36 46 2432
36 48 38106
36 53 82617
36 58 30039
37 10 77398
37 12 138489
37 28 13905
37 43 113855
37 51 96621
37 54 6157
37 59 117087
38 32 7127
38 40 58299
38 47 67294
38 50 10261
39 5 59011
39 10 45409
39 12 74131
39 13 38539
39 21 82366
39 30 21247
39 38 12214
39 53 92596
40 6 10725
40 9 104146
40 17 128026
40 29 115344
40 30 63392
40 33 72780
40 34 127259
40 56 83021
40 58 82319
40 59 79973
41 1 19872
41 8 38538
41 18 55054
41 20 36029
41 21 1555
41 29 91160
41 30 3294
41 35 19443
41 59 117921
42 0 7544
42 1 136908
42 5 23962
42 8 12819
42 11 40053
42 12 110105
42 17 4950
42 38 116243
42 39 118726
42 43 25440
42 44 28742
42 45 17508
42 59 53887
43 1 58242
43 4 110847
43 6 21636
43 18 123256
43 20 21382
43 21 55795
43 25 64274
43 42 23235
43 49 18675
43 57 34218
44 6 124374
44 25 67228
44 38 83999
44 42 110740
44 47 56654
44 51 85706
44 54 11216
44 57 128899
44 58 139302
45 5 3964
45 18 105427
45 20 55390
45 24 110630
45 27 86822
45 33 128182
45 47 68934
45 49 129751
45 52 98904
46 5 67243
46 15 139729
46 20 75450
46 23 23924
46 24 127045
46 28 25085
46 36 122124
46 40 10233
46 43 112016
46 45 47212
46 47 20428
47 1 122265
47 7 133948
47 25 77237
47 26 93128
47 27 112088
47 28 73136
47 29 64857
47 39 99061
47 40 20028
48 0 26651
48 4 65519
48 9 37689
48 11 104265
48 13 127211
48 22 19374
48 39 36259
48 43 98357
48 45 109479
48 49 118463
49 3 117697
49 12 7311
49 27 102818
49 34 136554
49 37 34651
49 48 16808
50 12 41889
50 46 26586
50 52 92480
50 54 69935
51 2 24439
51 3 5106
51 12 116937
51 15 142234
51 17 38382
51 26 101730
51 31 105698
51 34 118378
51 38 133191
51 47 46869
51 55 43088
51 56 11241
51 58 30578
52 4 40360
52 8 46685
52 9 41742
52 10 14440
52 13 105770
52 24 102386
52 26 97675
52 28 12950
52 38 51344
52 50 9252
52 57 5021
53 5 8405
53 8 16105
53 23 135483
53 26 137962
53 27 91836
53 38 55280
53 41 141076
53 42 117665
53 45 43530
53 47 92461
53 49 74029
53 54 22765
53 57 18631
54 4 49292
54 18 20197
54 24 23236
54 32 39190
54 37 39144
54 43 92827
55 0 24677
55 6 94707
55 9 84764
55 24 115935
55 41 139794
56 0 92500
56 4 22552
56 8 12546
56 14 35501
56 19 69675
56 23 62956
56 28 132147
56 29 93748
56 35 43899
56 43 125028
56 50 83443
56 57 89953
56 59 116501
57 2 12035
57 3 67727
57 7 131438
57 8 61765
57 9 84653
57 10 67212
57 16 13588
57 20 135623
57 24 79218
57 31 40645
57 35 26174
57 37 7406
57 45 126715
57 48 125243
57 51 47319
57 53 3238
57 54 51373
57 55 90411
58 8 65393
58 11 87986
58 15 141336
58 30 47631
58 33 46778
58 47 106001
58 50 8867
58 51 122634
58 55 24953
59 8 99746
59 10 7780
59 11 12073
59 18 68764
59 23 118812
59 32 26170
59 37 9075
59 42 46117
59 43 85141
59 45 72006
59 46 89807
59 53 76184
59 55 128508
59 56 41370
59 57 139695
