100 900
0 9 290274
0 13 269064
0 20 339683
0 24 26636
0 35 377678
0 36 241418
0 37 108950
0 47 201996
0 50 248587
0 54 101717
0 66 97424
0 69 11241
0 70 152443
0 82 222234
0 86 135866
0 92 298881
0 94 266436
0 97 162223
0 99 249915
1 5 31283
1 7 67082
1 8 384794
1 9 321333
1 25 282201
1 27 17388
1 38 385959
1 39 270526
1 55 346673
1 56 1226
1 60 259546
1 63 283695
1 64 186406
1 66 247516
1 67 219521
1 82 359550
1 86 211675
1 88 287104
1 89 307734
1 90 294366
1 91 31553
1 95 358829
1 96 107097
2 4 152182
2 9 28989
2 12 315971
2 13 25237
2 17 386272
2 18 307747
2 41 127657
2 57 209399
2 58 189307
2 59 362447
2 61 297100
2 63 371047
2 67 382950
2 69 26131
2 73 152298
2 79 25139
2 82 289941
2 86 278882
2 89 238098
3 10 265362
3 18 155913
3 19 177059
3 24 261305
3 34 354959
3 35 390325
3 36 180963
3 38 236682
3 49 1675
3 52 279110
3 57 253413
3 60 205735
3 63 317381
3 64 2720
3 69 29949
3 72 64047
3 85 229862
3 94 271121
3 96 55754
4 13 374985
4 19 365162
4 24 164415
4 26 375584
4 53 373006
4 57 215307
4 61 277141
4 68 117939
4 69 110299
4 70 131427
4 72 230666
4 73 148048
4 74 171951
4 83 108543
4 88 165622
5 8 133118
5 10 264452
5 16 225263
5 19 315951
5 32 55995
5 37 39660
5 38 355678
5 46 60637
5 69 43614
5 74 373352
5 87 219405
5 91 374655
5 97 7517
5 99 91804
6 11 62298
6 14 191238
6 19 149961
6 21 396482
6 25 270217
6 38 208721
6 46 332996
6 61 208150
6 64 109910
6 69 204803
6 75 93074
6 78 364260
6 84 11737
6 86 116671
6 94 8385
6 95 38107
7 18 32728
7 20 304841
7 22 196003
7 26 77106
7 28 361383
7 37 53596
7 43 320306
7 51 187254
7 76 113191
7 88 252706
7 93 61841
7 95 303860
7 98 206312
8 21 292944
8 22 113798
8 24 81730
8 27 34519
8 30 400807
8 43 147926
8 46 274528
8 47 272667
8 53 376790
8 61 402540
8 62 150793
8 68 117213
8 70 279285
8 88 97970
8 94 397276
8 99 24012
9 11 54783
9 14 48183
9 36 287324
9 48 340290
9 52 134473
9 53 154640
9 56 227792
9 58 220352
9 59 176888
9 61 318545
9 70 137824
9 72 292106
9 84 259023
9 95 370533
9 98 303504
10 25 210076
10 36 285193
10 39 21796
10 48 250335
10 54 22609
10 60 377421
10 68 276587
10 69 110407
10 79 117996
10 81 100876
10 83 85851
10 93 399254
10 97 161024
10 99 351618
11 12 75837
11 18 198131
11 20 275162
11 27 307391
11 29 398365
11 35 123505
11 50 371399
11 57 49528
11 61 245200
11 65 331085
11 68 172416
11 73 119443
11 79 399107
11 84 27792
11 89 90411
11 96 389341
11 98 109089
12 17 235358
12 22 154952
12 31 31941
12 33 397798
12 53 159454
12 54 52387
12 59 184807
12 63 44517
12 65 334371
12 66 23381
12 69 230240
12 70 74987
12 74 95244
12 78 120727
12 80 147886
12 83 357742
12 87 272628
12 89 381185
12 93 192590
13 25 163135
13 28 178782
13 31 396049
13 37 29387
13 38 28992
13 47 235954
13 50 198977
13 68 124959
13 70 184120
13 71 227144
13 82 32239
13 84 336054
13 90 211740
13 95 320159
14 25 59544
14 39 261886
14 40 185362
14 41 37742
14 48 150821
14 52 394355
14 53 48052
14 64 103041
14 75 198426
14 76 348960
14 81 302993
14 84 83717
14 87 71444
15 16 14669
15 18 339931
15 20 258486
15 29 309705
15 35 119970
15 38 204812
15 47 382238
15 51 121519
15 53 195576
15 71 106953
15 75 232384
15 78 192751
15 80 259389
15 83 293588
15 84 215486
15 88 292256
15 94 181937
15 97 98344
15 99 263874
16 27 39849
16 33 194290
16 35 208244
16 36 34197
16 44 28134
16 46 363722
16 54 344312
16 56 134036
16 59 212970
16 62 308803
16 74 287084
16 84 273903
16 92 283627
17 18 18906
17 28 260019
17 32 52316
17 42 353942
17 45 283366
17 52 281820
17 56 216460
17 59 181978
17 63 215905
17 67 358713
17 69 233208
17 77 180572
17 78 184711
17 79 397388
17 85 61673
17 88 74538
18 23 152715
18 29 258510
18 30 37233
18 32 301093
18 41 103230
18 52 228453
18 53 353448
18 64 351019
18 69 110988
18 70 49059
18 74 3174
18 85 202176
18 88 273578
18 90 96590
18 96 31349
18 98 41961
19 41 396376
19 54 194658
19 57 183952
19 62 122953
19 63 396418
19 68 94553
19 79 369798
19 80 295550
19 87 276786
19 90 252404
19 93 380220
19 96 364372
19 99 225460
20 24 255982
20 25 331717
20 26 290792
20 27 199323
20 29 383288
20 33 58222
20 35 327143
20 36 87535
20 40 24719
20 48 105147
20 57 44553
20 59 126523
20 69 352956
20 74 157824
20 80 78789
20 83 204746
20 86 60839
20 89 221888
20 90 72031
20 94 397131
20 99 72406
21 30 376723
21 37 401597
21 41 107789
21 43 187018
21 46 251055
21 48 13360
21 55 234811
21 64 86530
21 65 312588
21 66 400793
21 76 34181
21 85 108219
21 89 299382
21 90 352559
21 94 310747
22 27 194674
22 30 334948
22 44 180717
22 45 29555
22 48 257715
22 57 107266
22 62 270418
22 64 382456
22 77 130052
22 82 105167
22 83 342004
22 84 350973
22 88 8556
22 89 103176
22 92 370106
22 99 82644
23 24 194339
23 31 13965
23 32 102367
23 40 55873
23 42 132631
23 49 10990
23 51 221019
23 53 259852
23 59 75503
23 69 374749
23 71 99111
23 72 189171
23 73 98185
23 81 58436
23 84 163476
24 26 386163
24 30 54993
24 31 48711
24 35 96453
24 38 52919
24 42 7813
24 44 120893
24 46 336186
24 49 79240
24 53 387583
24 57 92290
24 60 60010
24 61 200477
24 63 295108
24 70 116686
24 71 56469
24 72 197694
24 83 152241
24 95 56411
25 27 335200
25 33 144917
25 50 281652
25 53 190221
25 59 6119
25 71 175977
25 72 159296
25 78 215182
25 80 353345
25 81 249861
25 82 5668
25 93 319875
26 28 203248
26 29 403611
26 31 57161
26 36 375742
26 41 2464
26 42 348947
26 58 58146
26 59 226477
26 71 326116
26 74 101999
26 75 229705
26 78 376352
26 82 264807
27 28 210906
27 29 332855
27 35 231105
27 38 28711
27 50 396564
27 51 274850
27 60 293960
27 66 294019
27 71 324797
27 80 385106
27 89 187820
27 94 17959
27 98 26542
28 37 369122
28 38 338786
28 43 246909
28 48 50548
28 62 156493
28 65 165589
28 67 105131
28 75 198115
28 76 281996
28 78 258558
28 80 69708
28 86 160044
28 87 89570
28 91 5670
28 97 68343
28 98 323353
28 99 252208
29 31 124652
29 34 180620
29 40 229237
29 53 146712
29 55 133429
29 56 239999
29 67 246982
29 70 271195
29 72 193603
29 77 263944
29 86 57278
29 93 308967
29 99 1546
30 31 59419
30 37 224062
30 48 206782
30 50 197443
30 56 288732
30 57 257059
30 66 312546
30 71 314852
30 72 112678
30 74 362221
30 75 160781
30 79 308951
30 83 233737
30 96 30767
30 97 124954
31 36 346030
31 40 20825
31 41 316932
31 54 183420
31 60 197264
31 61 117472
31 65 123634
31 67 287190
31 68 152308
31 74 382816
31 87 84047
31 89 261902
31 91 400488
32 41 218382
32 43 132819
32 44 152078
32 46 246898
32 51 300261
32 63 240124
32 69 69187
32 74 231766
32 85 227323
32 97 20239
33 39 155331
33 42 204542
33 45 339423
33 49 41102
33 55 295197
33 60 21769
33 69 154267
33 73 218511
33 78 154440
33 85 61030
33 86 381797
33 92 118547
33 93 58504
33 96 367032
34 38 249486
34 40 357381
34 41 248886
34 51 305092
34 53 16133
34 57 194309
34 63 324858
34 69 126881
34 85 113453
34 88 155788
34 97 14229
35 38 253968
35 39 197127
35 41 174675
35 42 17437
35 47 221267
35 50 306452
35 59 89196
35 62 68199
35 63 288944
35 64 34328
35 73 278105
35 76 245352
35 77 333796
35 82 288095
35 84 356526
35 95 169837
36 48 87347
36 49 62599
36 50 76494
36 52 376318
36 54 6121
36 73 361489
36 77 399381
36 83 110629
36 86 378676
36 90 284918
36 97 294595
37 60 294171
37 74 179462
37 77 164954
37 78 317925
37 88 182961
37 93 244813
38 44 153906
38 45 259051
38 54 13790
38 55 267290
38 57 392537
38 60 157183
38 61 170167
38 66 377628
38 75 246317
38 77 382083
38 79 177760
38 80 249892
38 82 33788
38 85 187752
38 87 233777
38 88 379599
38 95 69921
38 98 383397
39 44 84235
39 52 294946
39 54 189461
39 65 223139
39 69 82261
39 80 182290
39 81 271695
39 85 254108
39 91 96213
39 92 387651
39 99 354700
40 43 325762
40 44 168010
40 48 178718
40 50 23854
40 51 89618
40 52 110768
40 54 36055
40 59 18242
40 69 280243
40 80 129021
40 83 314262
40 87 303833
40 91 103562
40 95 75372
40 98 308116
41 44 193419
41 53 18130
41 57 16428
41 60 368425
41 61 173749
41 65 116598
41 67 233211
41 69 9550
41 74 270887
41 75 36587
41 76 10079
41 89 379870
41 92 398708
41 95 362806
42 53 112567
42 60 193718
42 64 164951
42 66 307139
42 74 199088
42 75 92338
42 83 98091
42 90 297376
43 45 211979
43 49 43544
43 54 5895
43 66 278915
43 69 255523
43 71 384064
43 74 62990
43 75 177208
43 76 227254
43 78 34270
43 97 311026
44 45 30621
44 51 144698
44 53 115364
44 56 396815
44 62 282463
44 63 89948
44 69 139937
44 73 33760
44 76 118299
44 78 265284
44 85 377339
45 49 373489
45 54 175459
45 59 68996
45 87 79853
45 88 101223
45 97 286407
46 49 198900
46 50 90540
46 51 168071
46 63 370997
46 69 214519
46 73 42435
46 85 120864
46 86 386883
46 91 242405
46 92 168400
46 94 184465
46 96 199825
47 49 6538
47 56 25270
47 63 32341
47 65 9985
47 69 333970
47 79 135321
47 85 202818
47 93 255725
47 95 79290
48 58 286736
48 83 177076
48 93 19354
48 98 207191
49 51 44288
49 61 391693
49 64 99133
49 74 150286
49 79 272160
49 80 161704
49 86 224730
49 93 176127
49 99 286893
50 55 34187
50 65 326706
50 68 281983
50 75 246409
50 76 261712
50 82 66533
50 85 66345
50 87 46490
50 99 56829
51 80 110846
51 83 237541
51 89 25837
51 96 182034
51 98 125987
52 55 194609
52 58 63910
52 72 213641
52 87 263479
52 93 54300
52 95 326076
53 56 37096
53 57 13332
53 59 126954
53 64 61127
53 71 158692
53 85 201648
53 88 245931
53 97 123638
54 68 89050
54 69 337354
54 70 35393
54 73 134724
54 81 208110
54 83 404560
54 84 42615
54 85 2080
54 88 221264
54 98 366189
55 87 379956
55 92 156550
56 71 397737
56 80 330860
56 82 274463
57 76 162868
57 78 351826
57 85 262363
57 88 110656
57 89 140192
57 99 372549
58 59 353676
58 74 92885
58 75 356108
58 83 355610
58 84 97551
58 88 24580
58 92 79371
59 63 67049
59 64 221455
59 66 142607
59 70 364663
59 78 116657
59 83 143444
59 87 182450
59 88 128772
59 89 265508
59 93 169020
60 63 166277
60 64 303236
60 71 136915
60 87 202526
60 88 107073
60 91 179536
60 95 170536
61 62 388354
61 63 20771
61 73 211001
61 79 137289
61 83 155843
61 86 260551
61 96 235259
62 65 280371
62 66 9933
62 67 180139
62 78 166287
62 80 201149
62 81 223115
62 85 23369
62 91 147060
62 95 226201
63 67 55202
63 68 163589
63 74 322204
63 77 229552
63 78 360646
63 79 9630
63 87 230973
64 73 157830
64 82 273507
64 83 303484
64 91 129158
64 92 179655
64 93 334907
64 94 381172
65 66 275065
65 68 313934
65 69 263617
65 74 289264
65 78 165876
65 80 147980
65 85 67712
65 99 33964
66 80 261664
66 93 186939
67 68 20376
67 77 313916
67 81 388920
67 92 110836
67 97 224863
68 77 82020
68 79 204175
68 87 171630
68 93 159051
69 71 285834
69 85 260501
69 87 89383
69 89 172461
69 95 269766
69 96 314059
70 74 79836
70 75 397716
70 76 302719
70 84 175896
70 91 46386
70 96 371039
71 72 116727
71 73 113310
71 82 272290
71 85 312497
71 97 197688
72 73 181627
72 78 226934
72 87 252736
73 81 118736
73 83 182279
73 85 278719
73 91 379766
73 93 326111
73 97 17541
74 91 138990
74 92 89627
74 95 59010
74 99 141515
75 77 81111
75 80 163354
75 99 190115
76 87 115774
76 89 400411
76 91 188131
76 93 257383
77 88 189964
78 85 23300
78 95 111792
79 80 379905
79 91 220393
79 99 401323
80 81 157238
80 82 304797
80 83 9254
80 92 65637
80 93 221925
81 82 206654
81 85 123327
81 92 178940
81 98 129291
82 85 176706
82 86 159236
82 90 261624
82 99 103159
83 85 177810
84 85 126944
84 90 74798
84 97 44445
85 94 61192
86 96 402276
86 97 113951
87 92 186275
87 94 201899
87 95 17990
88 91 166681
88 98 115150
89 94 105504
90 96 337675
91 96 70982
92 96 184605
92 97 156547
93 96 68448
93 98 38284
94 98 284030
96 98 108240
