40 680
0 1 84263
0 2 201533
0 4 229102
0 5 228396
0 6 190717
0 7 71025
0 8 138513
0 12 152501
0 13 92677
0 17 192933
0 18 15173
0 21 155795
0 24 229517
0 25 11044
0 26 148143
0 29 136786
0 30 30815
0 32 171248
0 34 186376
0 38 12650
1 0 145585
1 5 169954
1 6 168147
1 8 142779
1 9 199382
1 11 25666
1 16 131551
1 18 84425
1 22 170066
1 24 90242
1 25 139635
1 26 44790
1 27 154945
1 29 216624
1 33 148751
1 35 154497
1 37 230894
1 38 120438
1 39 153411
2 9 8739
2 12 157349
2 13 228897
2 19 93382
2 22 95374
2 23 71456
2 26 178505
2 28 68634
2 31 55353
2 33 102838
2 37 157242
2 38 173468
2 39 209186
3 2 142151
3 4 118276
3 6 159746
3 7 205834
3 10 18214
3 11 190667
3 12 73203
3 14 6202
3 15 192107
3 16 155216
3 17 175848
3 19 199505
3 23 38126
3 28 78401
3 31 51174
3 32 17454
3 37 221899
4 0 51431
4 2 154052
4 3 228241
4 5 29834
4 9 42437
4 13 49071
4 14 22559
4 20 143538
4 24 5362
4 26 44164
4 27 120210
4 28 27682
4 31 99005
4 32 126799
4 33 229557
4 36 181856
4 39 214078
5 1 189848
5 3 13294
5 6 221979
5 13 148560
5 14 68074
5 17 150271
5 21 182438
5 22 39219
5 23 213980
5 29 152506
5 31 211275
5 33 40333
5 34 40609
5 36 153843
5 37 14506
5 39 220766
6 3 218515
6 4 143369
6 7 130372
6 10 175054
6 11 98299
6 13 41559
6 14 10942
6 18 35647
6 21 117517
6 23 142901
6 25 195231
6 26 39743
6 27 229373
6 31 141954
6 33 160924
6 34 198041
6 35 112474
6 36 11221
6 37 145029
6 38 1578
6 39 134989
7 1 97721
7 2 182331
7 3 46856
7 5 219993
7 8 229206
7 10 159016
7 11 45885
7 12 126266
7 16 188747
7 17 22240
7 18 55067
7 20 82343
7 22 169345
7 24 196827
7 25 169165
7 30 66932
7 35 79306
7 36 25767
7 39 148133
8 1 206306
8 2 16993
8 3 226023
8 4 14004
8 7 185084
8 10 88157
8 11 121731
8 12 143709
8 14 58357
8 15 177324
8 16 146905
8 18 210438
8 19 217366
8 20 96285
8 30 91700
8 32 158411
8 34 162723
9 4 68397
9 12 64732
9 19 200694
9 20 219742
9 22 128977
9 23 70417
9 25 107122
9 26 160477
9 27 123778
9 37 13823
9 38 182768
10 0 230555
10 3 153142
10 5 181125
10 6 89490
10 9 75416
10 11 48874
10 12 28988
10 17 81330
10 19 108293
10 20 55743
10 22 149062
10 23 137022
10 28 44230
10 30 170960
10 33 3500
10 34 18687
10 37 93244
10 38 229278
11 0 110243
11 3 96556
11 4 163911
11 5 80939
11 7 111373
11 10 114993
11 12 31693
11 15 215976
11 19 10643
11 20 185532
11 21 88031
11 22 63614
11 25 121244
11 26 28303
11 27 230500
11 28 48646
11 32 111551
11 33 217235
11 34 62119
11 36 55647
11 38 197130
12 0 174923
12 2 42838
12 5 150897
12 6 50678
12 7 51875
12 8 23728
12 11 31573
12 15 171154
12 16 212151
12 21 129477
12 23 141378
12 25 49018
12 27 11227
12 28 122757
12 32 217421
12 36 106687
12 38 185652
12 39 224005
13 0 221822
13 3 162844
13 4 62715
13 7 167722
13 8 153726
13 11 188816
13 17 39300
13 18 102037
13 19 51110
13 20 169606
13 22 173523
13 25 70889
13 26 142798
13 28 92059
13 29 213815
13 30 38661
13 32 21263
13 33 217223
13 36 114954
13 37 157928
13 38 192437
14 0 99456
14 2 82792
14 6 85114
14 7 53091
14 8 175923
14 10 126596
14 11 136216
14 12 91292
14 15 220970
14 16 73283
14 19 140963
14 24 40500
14 28 184131
14 30 144894
14 31 181147
14 33 84524
14 39 1207
15 0 230086
15 4 190988
15 7 109104
15 8 129706
15 14 30873
15 19 107964
15 20 215514
15 21 211516
15 22 40695
15 29 113698
15 32 18630
15 35 114422
15 38 122849
16 0 29604
16 1 113557
16 2 227540
16 4 22549
16 8 8617
16 10 15848
16 11 133501
16 13 88456
16 15 28313
16 19 9085
16 20 90967
16 21 198805
16 22 195051
16 26 87243
16 32 2387
16 36 80753
16 38 116862
16 39 21686
17 2 212527
17 4 190778
17 6 186936
17 7 98859
17 13 12973
17 14 117122
17 16 224630
17 18 107257
17 19 104939
17 23 134027
17 25 197592
17 30 223228
17 34 179694
17 35 76432
17 36 95322
17 37 152046
18 1 216549
18 2 75236
18 5 179311
18 8 74820
18 9 19089
18 11 205791
18 12 218687
18 17 169089
18 19 11474
18 20 193350
18 22 152828
18 23 119625
18 24 186122
18 30 20598
18 31 101882
18 36 92544
18 39 35927
19 0 126648
19 1 211215
19 2 91762
19 3 76254
19 5 218525
19 6 7909
19 7 108446
19 8 79897
19 11 122750
19 12 133274
19 13 52183
19 15 205939
19 16 219323
19 25 227069
19 27 213743
19 29 201547
19 30 17032
19 32 22504
19 33 56486
19 35 26121
19 38 215549
20 2 213241
20 3 165362
20 4 57814
20 5 162628
20 8 87366
20 9 58743
20 13 155131
20 14 108010
20 17 2760
20 18 62764
20 21 95247
20 22 147158
20 27 202382
20 29 90903
20 32 196908
20 33 39468
20 37 215623
21 1 224313
21 7 198776
21 13 92104
21 18 113378
21 20 204696
21 23 193085
21 24 211594
21 31 53241
21 33 68854
21 34 63452
21 35 210788
21 38 11290
22 2 125024
22 8 189432
22 9 9418
22 10 145598
22 12 31089
22 14 62610
22 15 126181
22 19 24507
22 20 115683
22 21 177535
22 24 229005
22 26 145179
22 27 83785
22 30 91171
22 32 21080
22 35 34589
22 36 186332
22 37 116725
22 38 23935
23 10 57007
23 13 88171
23 14 65387
23 15 198556
23 16 69780
23 19 40973
23 20 204661
23 26 102578
23 27 46570
23 30 163843
23 33 66962
23 34 36929
23 36 133636
23 37 132274
23 39 23165
24 0 73305
24 1 136393
24 4 10685
24 5 100017
24 8 230546
24 11 118599
24 13 122399
24 15 172038
24 23 70608
24 25 73820
24 27 58658
24 28 175752
24 33 205166
24 34 51327
24 38 141907
24 39 6807
25 0 169815
25 5 29154
25 8 16846
25 9 92058
25 11 150111
25 13 220238
25 14 64000
25 16 99241
25 17 209793
25 18 27553
25 19 218843
25 21 79839
25 26 195345
25 30 77831
25 31 95938
25 35 230518
25 36 37544
25 38 193558
25 39 211926
26 0 218675
26 3 138337
26 4 95599
26 6 46992
26 8 57765
26 9 94296
26 10 229806
26 14 27774
26 17 125333
26 18 101091
26 20 209422
26 21 92530
26 27 95287
26 28 66649
26 29 228947
26 30 57053
26 33 78038
26 34 198740
26 37 11828
26 38 13941
27 0 175820
27 1 137357
27 2 27537
27 4 50495
27 8 113785
27 9 153958
27 10 60421
27 11 124826
27 12 131488
27 15 28969
27 22 118710
27 28 144618
27 29 163594
27 31 10874
27 33 228740
27 34 149218
27 36 57295
27 37 181103
27 38 218046
27 39 139005
28 0 36201
28 3 80051
28 4 204140
28 5 116584
28 7 28535
28 8 213684
28 10 46878
28 11 215923
28 14 218761
28 15 33912
28 17 143229
28 18 52698
28 19 3180
28 20 19859
28 22 47490
28 24 94779
28 25 9456
28 27 158251
28 29 186091
28 31 130446
28 33 56843
28 37 39449
29 2 226656
29 5 114290
29 7 3065
29 9 71581
29 12 42742
29 13 152289
29 15 55192
29 16 187223
29 17 218290
29 18 187226
29 28 227008
29 31 83224
29 32 129031
29 33 17495
29 34 204167
29 37 124354
29 38 74159
29 39 176939
30 0 62060
30 1 134015
30 6 129761
30 7 155466
30 8 197964
30 12 27472
30 18 86295
30 19 225335
30 20 36554
30 24 85539
30 25 184207
30 26 176702
30 27 111831
30 28 80358
30 33 190234
30 35 59643
30 36 79294
30 38 200724
30 39 9529
31 0 42058
31 7 218173
31 8 97654
31 9 194063
31 12 52394
31 13 195469
31 15 48199
31 16 14825
31 17 33622
31 20 111964
31 21 15979
31 30 77030
31 33 220011
31 35 23659
31 36 58158
31 37 107794
31 38 125902
31 39 139327
32 4 35102
32 6 151717
32 8 147661
32 11 219008
32 12 78182
32 15 93953
32 17 190718
32 22 152276
32 23 36856
32 26 13071
32 34 89672
32 35 185963
32 36 197153
32 37 101142
32 38 8278
32 39 107897
33 2 120051
33 3 2372
33 4 228942
33 5 171748
33 11 24302
33 13 188895
33 20 73818
33 21 230085
33 22 41051
33 28 7988
33 35 221216
33 39 114697
34 1 178050
34 2 176416
34 3 79012
34 6 132775
34 7 167355
34 12 187781
34 15 161645
34 16 22261
34 18 44744
34 24 69317
34 27 15742
34 30 78260
34 33 176913
34 36 77477
34 39 100171
35 0 217202
35 1 77713
35 2 174848
35 3 40920
35 4 67726
35 7 173300
35 12 178309
35 14 129588
35 19 108852
35 22 165169
35 25 215042
35 27 91754
35 31 82919
35 33 120023
35 38 82963
36 0 48563
36 1 29781
36 3 139072
36 4 106784
36 8 170105
36 11 5952
36 12 172236
36 20 58915
36 22 193372
36 23 113272
36 25 187767
36 26 51648
36 29 187419
36 30 85227
36 33 39713
37 2 123750
37 5 177324
37 6 114933
37 10 96829
37 11 186387
37 16 9261
37 19 182881
37 21 60898
37 26 218911
37 30 14504
37 32 5170
37 34 72619
37 39 156627
38 0 137692
38 1 21653
38 2 23054
38 3 105289
38 4 43410
38 11 88193
38 12 105361
38 13 51231
38 14 13686
38 15 71474
38 16 47855
38 17 100453
38 29 42362
38 30 186685
38 32 36327
38 35 188446
38 37 34195
39 1 154172
39 2 125523
39 4 213718
39 6 132420
39 7 202753
39 10 142880
39 13 88339
39 16 209845
39 29 39802
39 31 134503
39 37 145461
39 38 112824
