60 1770
0 1 1125754
0 2 952376
0 3 118962
0 4 193518
0 5 17270
0 6 945943
0 7 834537
0 8 843406
0 9 427269
0 10 910331
0 11 257813
0 12 253434
0 13 375926
0 14 45717
0 15 1100685
0 16 256815
0 17 727572
0 18 679976
0 19 87480
0 20 563191
0 21 383964
0 22 615335
0 23 610969
0 24 339694
0 25 927879
0 26 1074162
0 27 358405
0 28 36483
0 29 1155889
0 30 592298
0 31 1243449
0 32 1156785
0 33 1555640
0 34 262497
0 35 622872
0 36 15487
0 37 1118784
0 38 217704
0 39 859870
0 40 785916
0 41 1462735
0 42 138197
0 43 1466144
0 44 164511
0 45 441311
0 46 633727
0 47 51419
0 48 1002163
0 49 353845
0 50 408808
0 51 389604
0 52 821
0 53 374841
0 54 880640
0 55 1304221
0 56 1302115
0 57 1125557
0 58 1343285
0 59 918979
1 2 410595
1 3 899427
1 4 778946
1 5 111658
1 6 682611
1 7 353484
1 8 1207727
1 9 676336
1 10 538852
1 11 1241254
1 12 1218935
1 13 414330
1 14 110304
1 15 1340779
1 16 34091
1 17 1268749
1 18 1099232
1 19 459642
1 20 30828
1 21 606142
1 22 1162438
1 23 140420
1 24 1116464
1 25 540194
1 26 726742
1 27 42398
1 28 601695
1 29 480950
1 30 515002
1 31 1258343
1 32 783908
1 33 1181316
1 34 486579
1 35 635252
1 36 1137902
1 37 1034238
1 38 901854
1 39 744225
1 40 52895
1 41 1330486
1 42 192882
1 43 1329816
1 44 809030
1 45 598590
1 46 422349
1 47 1182658
1 48 1181169
1 49 1394303
1 50 1334189
1 51 1242315
1 52 1493068
1 53 542179
1 54 632118
1 55 784054
1 56 1107496
1 57 725249
1 58 993388
1 59 400399
2 3 665705
2 4 1413397
2 5 991610
2 6 484257
2 7 325513
2 8 1565270
2 9 1551613
2 10 765124
2 11 1181536
2 12 987513
2 13 587294
2 14 802807
2 15 908024
2 16 1152693
2 17 123979
2 18 1111248
2 19 821841
2 20 771130
2 21 285929
2 22 749037
2 23 923525
2 24 104347
2 25 1179120
2 26 1160268
2 27 897546
2 28 625906
2 29 1506779
2 30 1363262
2 31 953291
2 32 780988
2 33 665943
2 34 578209
2 35 115345
2 36 1371815
2 37 367763
2 38 212999
2 39 549875
2 40 1410930
2 41 987268
2 42 676171
2 43 841290
2 44 612561
2 45 995475
2 46 802751
2 47 1101344
2 48 1335043
2 49 538391
2 50 1002366
2 51 1374481
2 52 243682
2 53 872869
2 54 771378
2 55 919122
2 56 693302
2 57 1477515
2 58 1314554
2 59 1195505
3 4 334082
3 5 1182723
3 6 197341
3 7 588605
3 8 331311
3 9 1262608
3 10 21064
3 11 1358762
3 12 442684
3 13 1501016
3 14 535764
3 15 438426
3 16 1335595
3 17 331732
3 18 134429
3 19 1063940
3 20 822457
