60 1770
0 1 295529
0 2 118071
0 4 101480
0 6 175235
0 8 1400894
0 10 175060
0 11 1434943
0 12 601644
0 13 295537
0 15 800186
0 16 1421230
0 17 1424513
0 19 729512
0 20 1273142
0 21 412834
0 22 506625
0 23 173985
0 24 617600
0 26 746829
0 27 965633
0 33 350057
0 34 1286109
0 37 1405605
0 38 588046
0 40 317790
0 44 30567
0 46 739753
0 47 882154
0 48 1455740
0 49 1449995
0 50 1524820
0 51 37602
0 53 1354517
0 54 344190
0 55 614242
0 56 211575
0 57 432000
0 58 977663
0 59 226249
1 0 200840
1 3 88141
1 8 363236
1 11 251698
1 13 1405049
1 15 685883
1 18 983802
1 19 1284121
1 20 201603
1 22 1408492
1 25 1099189
1 26 514582
1 27 441066
1 30 1501059
1 31 693886
1 35 1043891
1 36 411199
1 37 786610
1 38 43808
1 39 5080
1 41 1223494
1 43 131061
1 50 613250
1 52 534043
1 53 451008
1 54 805015
1 57 434439
1 58 21514
2 0 484140
2 3 549149
2 4 1394641
2 5 1087714
2 7 238870
2 8 484803
2 10 545582
2 11 1251053
2 12 1141481
2 18 2133
2 20 786590
2 23 1388451
2 24 1051270
2 29 619445
2 30 684929
2 31 27927
2 32 373881
2 34 1119872
2 38 1025199
2 39 80007
2 41 598308
2 42 845106
2 43 1206466
2 45 1433450
2 46 714040
2 48 251284
2 49 1237259
2 52 1115155
2 53 452941
2 57 390869
2 58 179175
2 59 421695
3 8 1299523
3 10 618605
3 13 647910
3 14 1126417
3 16 439450
3 20 1337205
3 21 1424056
3 23 1165503
3 27 44421
3 28 773637
3 31 192827
3 35 423677
3 36 884269
3 37 77324
3 38 215458
3 39 1262896
3 40 1438359
3 41 109341
3 43 1082786
3 48 772926
3 49 1036299
3 50 237759
3 51 703268
3 52 1223815
3 55 1069917
3 56 1378769
3 57 1170666
3 58 1281280
4 2 895213
4 7 1382487
4 8 725649
4 10 1452090
4 11 1281716
4 12 722189
4 13 111603
4 14 747819
4 16 771001
4 19 876121
4 20 929055
4 31 1049104
4 34 591446
4 35 20984
4 38 854817
4 41 116231
4 42 1084550
4 44 742527
4 47 772316
4 48 1550372
4 52 670289
4 53 114140
4 54 360452
4 55 21616
5 2 900286
5 3 119000
5 4 1357674
