60 1080
0 2 95528
0 3 176184
0 10 117363
0 13 99042
0 16 246884
0 18 350226
0 22 579260
0 26 511980
0 30 500075
0 31 209233
0 48 301797
0 50 541488
0 52 208889
0 53 466380
0 55 515016
0 57 190390
0 58 213390
1 5 388187
1 6 118269
1 15 338521
1 18 105936
1 19 184271
1 21 192107
1 22 10010
1 25 232753
1 32 532169
1 33 492174
1 34 164340
1 36 285410
1 37 354333
1 38 378907
1 40 146774
1 42 215631
1 43 316331
1 48 197925
1 49 233614
1 55 283945
1 58 558150
2 4 278743
2 14 405108
2 16 403026
2 20 192654
2 22 289259
2 36 146040
2 38 356718
2 41 459168
2 42 347317
2 43 443015
2 46 1036
2 51 303140
2 52 222312
2 54 207397
3 2 363535
3 6 81915
3 9 404240
3 13 306985
3 14 351054
3 16 85758
3 20 578862
3 25 186243
3 29 165612
3 31 94348
3 38 476916
3 40 334423
3 41 187800
3 44 150795
3 45 76047
3 52 496404
3 57 266940
3 58 403159
4 0 413907
4 7 140185
4 11 295545
4 16 308982
4 21 100813
4 23 324748
4 36 77596
4 45 101944
4 49 21617
4 52 206468
4 53 52664
4 54 157166
4 58 175966
5 0 354257
5 1 540524
5 2 282231
5 3 345284
5 7 438952
5 8 160825
5 10 533008
5 11 337663
5 12 465236
5 13 44905
5 15 361681
5 16 557838
5 23 22677
5 25 46523
5 26 411961
5 31 376627
5 37 441318
5 39 77028
5 49 76204
5 54 9540
5 56 518628
5 59 507806
6 4 231257
6 10 19178
6 11 57401
6 12 294172
6 14 121684
6 17 276194
6 24 235186
6 27 471139
6 29 163263
6 30 257187
6 34 290771
6 35 546423
6 37 48444
6 41 314057
6 44 111575
6 45 224132
6 46 408041
6 51 496461
6 53 569146
6 56 10953
6 58 465952
7 0 545770
7 3 75058
7 10 403637
7 11 174025
7 12 461163
7 14 475233
7 15 454340
7 16 172202
7 17 62581
7 18 236519
7 23 557826
7 27 406479
7 29 77336
7 30 117473
7 31 551760
7 32 97528
7 38 208443
7 39 255814
7 53 50762
7 56 223657
7 58 323108
8 0 203544
8 5 334304
8 9 87090
8 10 187429
8 13 562418
8 20 356174
8 25 92477
8 27 205731
8 31 218849
8 34 427415
8 40 441
8 44 497000
8 45 294960
8 51 113920
8 53 437699
8 57 292062
8 59 290509
9 18 459708
9 19 564703
9 22 455502
9 24 75230
9 28 563462
9 32 233043
9 36 533853
9 38 284463
9 39 315761
9 40 417757
9 46 283362
9 47 370522
9 50 92493
9 51 381300
9 52 500362
10 13 411301
10 16 553060
10 17 503210
10 25 65346
10 27 252314
10 28 254411
10 29 209016
10 32 200785
10 33 49983
10 43 561811
10 46 567550
10 48 428185
10 52 176092
10 55 548836
11 1 160542
11 4 92091
11 14 17848
11 20 433404
11 23 282211
11 25 415228
11 33 110351
11 35 139798
11 36 373355
11 41 491541
11 43 470090
11 55 467405
11 56 470619
12 0 554554
12 1 225341
12 5 14211
12 10 546432
12 13 551856
12 14 111806
12 21 445085
12 24 1999
12 37 258673
12 38 395284
12 39 259851
12 41 200792
12 48 389443
12 49 561332
12 53 242033
12 54 328413
12 58 178905
13 1 3739
13 6 349500
13 10 489414
13 14 63883
13 19 60718
13 20 420036
13 21 64143
13 24 572703
13 25 318795
13 26 442634
13 34 89519
13 36 212324
13 38 26388
13 44 307399
13 45 322108
13 47 28657
13 48 206704
13 51 64341
13 58 412735
14 0 357089
14 4 249070
14 6 73538
14 10 25498
14 13 134087
14 17 251210
14 18 102976
14 23 388962
14 28 179179
14 30 351463
14 35 56710
14 36 117260
14 38 936
14 40 586
14 41 214084
14 48 428798
14 49 428520
14 50 547734
14 52 214123
14 55 116211
14 56 474001
14 57 20595
14 59 336703
15 3 138803
15 14 389251
15 18 343471
15 22 363833
15 32 132661
15 39 38449
15 42 340409
15 46 242090
15 48 173910
15 51 11961
15 55 569016
15 59 96328
16 1 109598
16 11 512353
16 12 128870
16 14 466884
16 28 575541
16 34 522581
16 36 473983
16 45 387114
16 47 417066
16 51 334329
16 52 446388
16 53 221158
16 54 553417
16 56 579785
16 58 407359
17 0 47928
17 4 500760
17 5 515005
17 7 47330
17 9 266776
17 11 209030
17 13 384211
17 15 495595
17 23 429753
17 24 466225
17 25 563381
17 27 354716
17 29 259734
17 34 39083
17 35 2852
17 36 498039
17 38 42156
17 40 3646
17 48 573265
17 52 380832
17 57 553126
18 1 329303
18 3 75585
18 6 194821
18 7 180092
18 8 48066
18 10 11208
18 11 456116
18 16 579061
18 19 138437
18 20 318346
18 21 2293
18 24 116818
18 25 109907
18 29 427708
18 31 226484
18 40 451736
18 44 190627
18 50 529547
18 51 113709
18 53 176834
19 0 316370
19 3 479752
19 5 547742
19 6 101855
19 10 26711
19 11 218578
19 12 267277
19 15 447845
19 20 333365
19 25 216141
19 26 506559
19 29 28154
19 34 268421
19 38 429735
19 43 205535
20 0 452158
20 4 452404
20 8 307662
20 10 178629
20 15 388443
20 18 333041
20 23 491532
20 24 444094
20 27 124296
20 32 173408
20 34 210185
20 50 475359
20 54 131441
21 2 362550
21 4 561651
21 8 448865
21 11 408000
21 15 109171
21 18 492114
21 22 124916
21 44 444342
21 48 290684
21 50 391645
21 52 269796
21 53 239948
21 58 226865
22 3 339532
22 4 469804
22 5 438704
22 6 105245
22 11 514617
22 17 183349
22 20 555522
22 25 199386
22 27 165743
22 29 443028
22 37 349079
22 38 437802
22 41 464967
22 42 177558
22 46 481047
22 47 465159
22 48 123537
22 52 241955
22 53 171426
22 55 404506
22 56 427741
22 57 238863
22 58 278189
22 59 560213
23 0 109414
23 5 152834
23 6 189798
23 9 252719
23 11 385098
23 19 419520
23 24 389620
23 34 471940
23 38 354358
23 39 68067
23 44 444125
23 47 381517
23 50 114198
23 51 93528
23 53 541639
23 54 375962
23 56 542730
24 4 561486
24 5 487563
24 6 420019
24 9 338474
24 11 536104
24 13 85762
24 19 536352
24 23 466849
24 27 363361
24 37 235726
24 39 436064
24 41 299482
24 50 41795
25 0 304067
25 6 5135
25 12 82336
25 13 207624
25 15 317505
25 17 136250
25 19 29854
25 21 255002
25 23 471338
25 24 279168
25 28 41240
25 30 547790
25 31 523409
25 35 467422
25 37 430451
25 38 479090
25 39 549496
25 41 316692
25 44 17664
25 46 214177
25 49 442906
25 50 177441
25 52 63708
25 54 315666
25 55 442420
25 59 348910
26 2 580697
26 5 582527
26 6 507801
26 18 438765
26 19 497588
26 24 108859
26 25 308376
26 27 111053
26 33 410368
26 36 497020
26 37 395971
26 38 279075
26 41 446566
26 45 315485
26 47 414313
26 49 107178
26 50 76351
26 58 205244
26 59 159799
27 2 580118
27 5 283339
27 7 55743
27 9 154945
27 12 351836
27 22 36558
27 23 337533
27 25 236301
27 28 112448
