60 555
0 38 109050
0 39 148790
0 41 95951
0 42 17853
1 0 106668
1 4 107284
1 18 823
1 25 1258
1 36 45769
1 37 103769
1 41 72137
1 45 28519
2 9 1515
2 10 17965
2 14 77691
2 17 23464
2 19 105053
2 21 65628
2 26 3707
2 27 126586
2 34 52032
2 56 132636
2 57 69154
3 6 77848
3 15 28442
3 20 132244
3 26 120891
3 28 37567
3 32 115290
3 40 101627
3 46 29975
3 52 135086
3 55 110152
3 57 145603
4 12 150834
4 34 61415
4 42 35073
4 59 82426
5 3 59084
5 30 78291
5 33 29860
5 34 109884
5 41 146832
5 42 113317
5 44 137556
6 0 36093
6 3 110893
6 9 124650
6 10 133695
6 12 32458
6 19 91537
6 27 11795
6 36 40143
6 38 92668
6 39 65305
6 41 50466
6 47 138563
6 58 51788
7 3 4856
7 4 151477
7 9 148
7 10 122787
7 19 56414
7 20 39369
7 22 112419
7 37 60562
7 43 32665
7 49 93532
7 51 64106
8 3 48162
8 16 91462
8 25 29178
8 29 19363
8 35 20551
8 45 35004
8 52 58300
9 25 120940
9 29 22139
9 30 93986
9 33 134682
9 39 142877
9 41 21893
9 48 130112
9 51 131102
10 1 122641
10 3 22027
10 17 71950
10 18 139867
10 19 9276
10 22 40993
10 25 107109
10 26 14187
10 33 86252
10 47 9975
10 49 124905
11 8 97432
11 24 9793
11 34 123979
11 35 91606
11 41 38522
11 45 74353
11 47 98231
11 48 25648
11 55 38400
12 4 142273
12 6 62679
12 21 4085
12 28 85646
12 30 57630
12 35 68556
12 40 144062
12 42 72253
12 45 87484
13 4 34951
13 6 126730
13 8 90628
13 11 127293
13 21 85052
13 27 39691
14 3 49052
14 4 73811
14 15 53908
14 21 76172
14 25 10519
14 28 105831
14 30 36627
14 35 87706
14 41 132106
14 51 105074
14 58 27897
15 4 94349
15 20 152009
15 23 21852
15 26 85385
15 30 120972
15 32 78073
15 33 94117
15 35 104866
15 41 54096
15 46 65830
15 47 135476
15 55 22491
16 0 141192
16 24 24114
16 25 62476
16 27 77261
16 30 139981
16 31 97060
16 35 118640
16 36 136618
16 38 115178
16 47 143921
16 59 65189
17 16 95451
17 22 73164
17 25 84243
17 29 22851
17 33 114557
17 38 150222
17 53 93707
18 1 136150
18 19 57059
18 20 36279
18 28 71545
18 37 18559
18 38 19660
18 40 35932
18 45 130297
18 46 147288
18 47 22121
18 59 148272
19 3 122044
19 4 134812
19 22 136740
19 25 130969
19 34 38489
19 40 100407
19 50 11952
20 3 119827
20 12 112049
20 13 136824
20 14 95433
20 16 55622
20 22 41399
20 26 113134
20 29 34808
20 32 63077
20 34 88064
20 41 12103
20 50 58967
20 55 77963
20 58 65534
21 12 59659
21 13 17086
21 17 19057
21 33 92512
21 36 145671
21 41 90087
21 43 11788
21 46 61778
22 9 89027
22 20 101466
22 21 111299
22 26 101767
22 33 39723
22 34 46440
22 36 110237
22 37 130342
22 39 126872
22 40 61173
22 47 11421
23 0 138029
23 9 63575
23 10 134665
23 17 69404
23 26 152494
23 32 111921
23 35 133225
23 38 22977
23 55 5231
23 56 138386
24 0 72733
24 4 6067
24 21 23204
24 36 136610
24 39 139104
24 41 133142
24 44 94061
24 48 106186
25 10 115842
25 19 145190
25 26 105255
25 28 123582
25 40 100176
25 50 41064
25 51 136191
25 52 14657
25 58 36095
26 33 67773
26 37 24698
26 39 62503
26 50 41486
26 54 50872
26 58 29981
27 2 147940
27 9 21493
27 32 17137
27 35 142606
27 38 120685
27 43 16599
27 48 104596
28 1 89404
28 2 139628
28 4 13464
28 17 53698
28 19 63488
28 33 141365
28 36 115204
28 38 55814
28 46 58977
28 49 137269
28 52 18943
28 56 16019
29 1 25448
29 2 83788
29 3 151223
29 4 105217
29 7 103218
29 14 121530
29 19 118553
29 22 25375
29 24 47308
29 28 59507
29 30 64094
29 40 41274
29 42 81695
29 54 55749
30 0 144709
30 3 43452
30 4 130960
30 18 67053
30 37 47246
30 42 63610
30 49 137365
30 50 9924
30 51 14149
30 54 20381
31 5 98065
31 7 71358
31 8 17856
31 14 1385
31 30 112179
31 38 113849
31 46 144505
31 51 55260
31 53 134805
31 58 153580
32 4 18206
32 11 87206
32 28 83358
32 30 19118
32 34 65296
32 38 125477
32 43 29822
32 46 149161
32 47 97635
32 50 117006
32 53 104469
33 5 69256
33 7 13478
33 9 6850
33 15 108495
33 16 10116
33 18 105750
33 20 114149
33 24 105772
33 35 25451
33 38 60322
33 40 77050
33 43 80296
33 49 90476
33 55 71851
33 59 58176
34 20 91711
34 29 2708
34 35 146583
34 40 23258
34 41 25410
34 42 131883
35 12 47754
35 14 91873
35 18 2843
35 27 125501
35 37 19734
35 45 116576
35 47 74596
36 1 47471
36 2 29430
36 11 38208
36 31 7638
36 33 3262
36 38 150070
36 39 8184
36 41 124921
36 48 53127
36 52 84557
36 56 49847
37 3 69170
37 5 104401
37 8 83375
37 9 86611
37 20 71474
37 24 15142
37 33 67210
37 38 7440
37 42 29922
38 0 30579
38 1 113188
38 3 106993
38 5 87330
38 14 29326
38 18 79205
38 45 140179
39 10 96865
39 15 93198
39 18 134656
39 19 92349
39 23 54658
39 25 34158
39 31 3889
39 33 5890
39 52 98381
39 53 27881
40 0 113762
40 6 4230
40 23 9181
40 31 129345
40 58 16282
41 8 135307
41 9 125742
41 21 3694
41 26 104736
41 47 49544
41 49 6240
41 50 50691
41 53 148555
41 55 115743
41 57 93070
42 7 89132
42 8 44212
42 12 94391
42 22 103318
42 34 10036
42 36 64967
42 37 124474
42 40 74848
42 45 73478
42 59 6770
43 1 18051
43 5 56180
43 8 123368
43 21 70214
43 26 99709
43 35 95866
43 41 140233
43 55 106843
43 59 116959
44 4 79787
44 11 53767
44 13 141982
44 18 43724
44 30 33847
44 31 90230
44 34 36028
44 40 87067
44 56 133609
44 59 97431
45 1 125351
45 7 119202
45 13 66248
45 16 2455
45 26 67221
45 40 61006
45 55 51400
45 56 31528
45 57 142003
46 14 53277
46 27 49456
46 31 28541
46 45 71363
46 49 4408
46 52 137270
47 3 114359
47 5 114388
47 6 127968
47 7 132988
47 9 23183
47 14 90047
47 17 53872
47 28 39657
47 32 24989
47 55 128411
48 3 70050
48 7 54211
48 24 152675
48 42 74137
48 44 62619
48 52 29741
48 55 134721
48 56 100686
48 57 32147
49 5 99087
49 8 25845
49 16 109982
49 17 81338
49 25 7360
49 28 66146
49 30 139965
49 31 105225
49 35 24199
49 48 101813
49 57 62297
50 3 18899
50 5 104570
50 13 15663
50 14 36350
