100 3000
0 2 879648
0 3 2370144
0 13 1440443
0 14 2222554
0 15 3799115
0 20 4295698
0 24 804319
0 31 2561991
0 32 3859217
0 33 2959360
0 34 1318731
0 41 3144661
0 43 3220849
0 44 2164808
0 45 261070
0 49 3239924
0 52 1135103
0 54 16325
0 59 2408829
0 63 1282352
0 64 3328933
0 67 2127528
0 68 2416489
0 70 316427
0 72 2907082
0 73 2695745
0 76 3917495
0 77 4029472
0 78 3561739
0 82 2307553
0 86 1725913
0 89 458636
0 92 4461004
1 3 3273759
1 9 2252660
1 11 231790
1 16 3156210
1 19 1473966
1 22 2139277
1 24 2893290
1 25 1168836
1 27 4453172
1 30 560491
1 32 669022
1 40 694239
1 43 314211
1 48 2538355
1 50 3223141
1 55 3631737
1 62 302787
1 65 4016594
1 70 3778859
1 79 2729595
1 82 867464
1 87 3244394
1 91 3733214
1 99 2111092
2 1 1098129
2 5 1201410
2 6 4339706
2 9 3621584
2 14 4042162
2 22 1185300
2 23 2464248
2 24 2370400
2 28 1598874
2 31 3827573
2 40 4490342
2 42 3540068
2 44 3298468
2 47 2877217
2 52 3894418
2 55 3485106
2 57 3147436
2 59 1702956
2 60 1192876
2 61 3573667
2 67 759295
2 76 4283184
2 77 102821
2 81 4400313
2 82 2334707
2 85 241938
2 86 3531135
2 90 1981455
2 93 806294
3 2 3929316
3 4 15045
3 6 3446625
3 9 3620063
3 14 2343389
3 22 1792993
3 27 2523598
3 28 1052500
3 29 4383130
3 35 2409201
3 42 3010858
3 45 1106853
3 46 3889189
3 49 1229904
3 50 1813345
3 52 2743155
3 54 3951366
3 55 4205882
3 62 498503
3 63 718715
3 72 1083148
3 75 1746693
3 78 561785
3 79 1545334
3 85 1997800
3 86 1281698
3 87 1358146
3 94 4030383
3 97 2745091
4 1 3573504
4 3 1131379
4 8 3506587
4 13 383878
4 16 4029923
4 17 82283
4 18 3674294
4 20 2160023
4 26 975302
4 27 4165350
4 34 2874119
4 42 905427
4 45 2071930
4 46 212314
4 49 829666
4 57 692918
4 58 3040082
4 60 481095
4 62 316586
4 63 2036856
4 68 4018870
4 69 1195049
4 71 1745461
4 77 4288681
4 81 2638135
4 82 2354881
4 83 1160527
4 86 913190
4 87 2975085
4 96 3700233
5 0 2284856
5 3 4389061
5 11 3420660
5 13 1879468
5 14 4247515
5 15 2670201
5 16 871592
5 21 165444
5 29 4078360
5 31 1577230
5 34 2683188
5 37 3337641
5 41 100909
5 49 583958
5 50 1513913
5 55 1835757
5 57 19855
5 59 1974757
5 62 890829
5 63 276764
5 69 2946370
5 85 1899304
5 88 17769
5 89 1855074
5 93 99301
5 96 1954609
5 97 2779539
6 3 1290734
6 16 759563
6 28 1613465
6 33 3312493
6 35 1854136
6 36 4405269
6 46 608975
6 47 4156681
6 49 4095657
6 51 2007503
6 61 659047
6 65 3843717
6 67 492271
6 73 2923094
6 75 4090212
6 80 1185394
6 88 2105883
6 90 953209
6 93 2017016
6 97 3648689
6 98 3805940
7 2 3104067
7 3 336940
7 4 2238204
7 5 2739970
7 9 4077608
7 11 3722610
7 12 4138151
7 14 1422266
7 15 3096419
7 17 4082939
7 18 174563
7 20 1995519
7 32 75353
7 34 2750118
7 39 3199410
7 47 4069640
7 48 3218684
7 50 3377629
7 58 449631
7 62 3412166
7 63 1961997
7 65 141535
7 66 2328739
7 71 3722638
7 72 1271411
7 74 1105789
7 77 1675433
7 78 1279190
7 79 1313096
7 83 4025421
7 84 4194954
7 87 1184845
7 89 3068631
7 98 3738515
7 99 637829
8 0 252617
8 13 2425945
8 16 2291625
8 21 362037
8 22 2410756
8 24 1857778
8 25 1594278
8 28 577669
8 40 2560013
8 41 4146677
8 43 2561684
8 44 4332906
8 47 1517801
8 48 1227939
8 60 4343201
8 65 2488453
8 67 634757
8 68 427331
8 76 3417795
8 78 3099794
8 80 525089
8 90 4140272
8 91 639437
8 92 1306881
8 97 4352783
8 99 3871238
9 3 2256652
9 4 4291671
9 13 798965
9 14 308480
9 18 2434891
9 19 3267105
9 20 3176783
9 25 4272148
9 26 3009134
9 28 1699456
9 51 2479720
9 53 1590276
9 60 2585952
9 64 4184136
9 67 2858724
9 69 1809727
9 74 945287
9 76 2543391
9 79 599303
9 80 3231927
9 83 417767
9 88 4436913
9 89 1155816
9 92 2981567
9 94 1364933
10 6 2951907
10 7 1348713
10 15 2825941
10 18 3224173
10 22 638432
10 25 661401
10 32 2486096
10 33 4460975
10 35 3198948
10 38 717148
10 44 2687447
10 48 3977663
10 51 462974
10 56 4110088
10 60 61157
10 62 944953
10 66 1207599
10 70 2317470
10 72 1160731
10 74 1247744
10 76 4469699
10 79 1202029
10 80 2465472
10 85 3399516
10 86 2702474
10 93 1712700
10 94 2650742
10 96 740877
10 98 2996273
11 0 1054202
11 1 3296638
11 4 3640206
11 6 3823925
11 7 3870614
11 9 4213542
11 17 3155599
11 19 1175087
11 26 1496525
11 27 3232666
11 34 4230717
11 35 887444
11 39 1155666
11 41 16510
11 47 3798531
11 49 243133
11 51 3981398
11 56 1397385
11 62 4100827
11 63 111083
11 68 1667463
11 74 1196703
11 76 4167760
11 77 2270092
11 81 3261143
11 90 1691577
11 94 3692326
11 98 2567781
12 3 3248478
12 10 2881779
12 13 759108
12 21 1105219
12 23 3292745
12 24 2931224
12 26 214991
12 32 389684
12 33 1287543
12 34 3773170
12 36 1011979
12 37 164044
12 38 752587
12 39 3063424
12 45 2764325
12 54 3539038
12 56 3348191
12 60 3653470
12 63 1056649
12 66 1378884
12 67 853932
12 69 1737056
12 73 123149
12 79 2899158
12 81 1422693
12 83 2490390
12 85 1105146
12 86 494362
12 87 4420452
12 88 1544499
12 91 845281
13 3 1189127
13 4 3061650
13 5 1132470
13 7 2739065
13 9 2695458
13 10 1009901
13 14 2060630
13 15 108020
13 17 2708495
13 20 3892298
13 23 4260133
13 24 2162576
13 30 2132048
13 33 910586
13 43 228419
13 51 1526791
13 52 1859052
13 55 3055838
13 59 1555630
13 61 2210381
13 63 2652187
13 65 3892531
13 67 1965122
13 74 1754408
13 77 1710216
13 78 3761984
13 79 910638
13 88 3827305
13 90 1826786
13 92 885678
13 94 3255781
13 97 2486925
13 99 4447472
14 0 4436535
14 1 4167865
14 4 1565011
14 11 1663873
14 16 1847621
14 17 765162
14 22 372049
14 23 4101595
14 32 3583047
14 35 1354351
14 42 3455187
14 46 1732282
14 48 367460
14 50 890637
14 54 1522650
14 55 2808517
14 56 699476
14 57 4021477
14 59 729938
14 61 4310172
14 62 3897851
14 64 3280417
14 65 2579790
14 68 791625
14 71 3795872
14 72 1735376
14 73 3583209
14 76 3040134
14 79 480881
14 80 1561111
14 81 716964
14 82 1585859
14 84 622930
14 85 2817994
14 88 2462642
14 90 3696127
14 91 536418
14 92 1888271
14 96 1784657
14 99 811449
15 8 2611410
15 10 2847799
